IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
bf7d9501fca8711c505195c13c2e35869abc865e	PF00067:IPR001128-PF00151:IPR013818-PF00078:IPR000477-PF00075:IPR002156	1	A0A4Y2LW19	882	PF00067{p450}:IPR001128{Cyt_P450}[38-111],PF00151{Lipase}:IPR013818{Lipase}[214-305],PF00078{RVT_1}:IPR000477{RT_dom}[318-447],PF00075{RNase_H}:IPR002156{RNaseH_domain}[609-729]
c0023199e5043d0f81534b355b0cd80284694e63	PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF00353:IPR001343-PF06594:IPR010566-PF00151:IPR013818	1	A0AAJ6NPH4	2354	PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[53-82],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[85-115],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[164-196],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[204-234],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[238-270],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[298-328],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[386-418],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[444-474],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[478-510],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[538-568],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[570-602],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[610-642],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[644-669],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[695-725],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[729-760],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[772-804],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[809-836],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1293-1323],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1330-1359],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1398-1430],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1460-1486],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1492-1515],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1729-1759],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1765-1795],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1808-1835],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1842-1871],PF00353{HemolysinCabind}:IPR001343{Hemolysn_Ca-bd}[1964-1992],PF06594{HCBP_related}:IPR010566{Haemolys_ca-bd}[2047-2085],PF00151{Lipase}:IPR013818{Lipase}[2075-2302]
c1959bda3ea7cece6e2d1b8e936018654254296f	PF00151:IPR013818-PF00201:IPR002213	1	A0A7R9JND2	706	PF00151{Lipase}:IPR013818{Lipase}[60-198],PF00201{UDPGT}:IPR002213{UDP_glucos_trans}[397-705]
c2bf808e587cdbba31f0279d7cd884ee95c6d333	PF00151:IPR013818-PF00106:IPR002347-PF00106:IPR002347-PF00106:IPR002347-PF00096:IPR013087-PF00096:IPR013087-PF00096:IPR013087	1	A0A8J6H7L4	1887	PF00151{Lipase}:IPR013818{Lipase}[91-337],PF00106{adh_short}:IPR002347{SDR_fam}[402-601],PF00106{adh_short}:IPR002347{SDR_fam}[724-923],PF00106{adh_short}:IPR002347{SDR_fam}[1048-1247],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[1778-1800],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[1806-1830],PF00096{zf-C2H2}:IPR013087{Znf_C2H2_type}[1836-1858]
c34430252df77c6c27ba3625de4479b4fa4950c9	PF01073:IPR002225-PF00151:IPR013818-PF00151:IPR013818	1	A0A7J5Y3B2	651	PF01073{3Beta_HSD}:IPR002225{3Beta_OHSteriod_DH/Estase}[3-234],PF00151{Lipase}:IPR013818{Lipase}[309-483],PF00151{Lipase}:IPR013818{Lipase}[487-567]
c3820afa755ff9c8412b9ee6c025dc264cf3c43d	PF04151:IPR007280-PF00151:IPR013818	1	A0A968NLT8	480	PF04151{PPC}:IPR007280{Peptidase_C_arc/bac}[83-148],PF00151{Lipase}:IPR013818{Lipase}[210-328]
c508c9fbaea7c1032c6c55ca045c6e320544fe1c	PF16033:IPR031993-PF00151:IPR013818-PF16033:IPR031993-PF16033:IPR031993-PF16033:IPR031993	1	A0A8J2RKD0	1439	PF16033{DUF4789}:IPR031993{DUF4789}[166-267],PF00151{Lipase}:IPR013818{Lipase}[357-682],PF16033{DUF4789}:IPR031993{DUF4789}[938-1024],PF16033{DUF4789}:IPR031993{DUF4789}[1136-1231],PF16033{DUF4789}:IPR031993{DUF4789}[1313-1390]
c67cdbddc1d1235ca55d12de09bf5a495ed67bb2	PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00028:IPR002126-PF00008:IPR000742-PF00008:IPR000742-PF00054:IPR001791-PF02210:IPR001791-PF00151:IPR013818	1	A0A9P0N8U3	3331	PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[74-164],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[182-267],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[359-449],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[463-554],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[568-657],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[676-767],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[781-871],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[884-971],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[985-1081],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1100-1187],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1201-1291],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1306-1394],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1409-1502],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1515-1606],PF00028{Cadherin}:IPR002126{Cadherin-like_dom}[1622-1713],PF00008{EGF}:IPR000742{EGF-like_dom}[1965-1997],PF00008{EGF}:IPR000742{EGF-like_dom}[2005-2033],PF00054{Laminin_G_1}:IPR001791{Laminin_G}[2065-2217],PF02210{Laminin_G_2}:IPR001791{Laminin_G}[2336-2459],PF00151{Lipase}:IPR013818{Lipase}[3031-3291]
c6887b13322d74762b8f0da2be5e1caacb05c475	PF07679:IPR013098-PF07679:IPR013098-PF13927-PF07679:IPR013098-PF13927-PF07679:IPR013098-PF00041:IPR003961-PF00041:IPR003961-PF00151:IPR013818	1	A0A7R9LWT2	1605	PF07679{I-set}:IPR013098{Ig_I-set}[16-99],PF07679{I-set}:IPR013098{Ig_I-set}[107-197],PF13927{Ig_3}[310-381],PF07679{I-set}:IPR013098{Ig_I-set}[385-470],PF13927{Ig_3}[477-565],PF07679{I-set}:IPR013098{Ig_I-set}[583-679],PF00041{fn3}:IPR003961{FN3_dom}[685-772],PF00041{fn3}:IPR003961{FN3_dom}[786-883],PF00151{Lipase}:IPR013818{Lipase}[1292-1592]
c6cbfcc64a36e2b82744c3a189cf74d9017382d8	PF00151:IPR013818-PF00270:IPR011545-PF00271:IPR001650-PF04408:IPR048333-PF21010-PF07717:IPR011709-PF24485	1	A0A8T2P803	1563	PF00151{Lipase}:IPR013818{Lipase}[58-285],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[588-733],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[799-914],PF04408{HA2_N}:IPR048333{HA2_WH}[975-1003],PF21010{HA2_C}[1007-1062],PF07717{OB_NTP_bind}:IPR011709{DEAD-box_helicase_OB_fold}[1222-1325],PF24485{zf-C2H2_DHX34}[1539-1562]
c73daa61014e24022ed3acb2c703e5fd0a6ab5ce	PF01137:IPR023797-PF05189:IPR013791-PF00151:IPR013818	1	A0A9P9YAX3	743	PF01137{RTC}:IPR023797{RNA3'_phos_cyclase_dom}[13-301],PF05189{RTC_insert}:IPR013791{RNA3'-term_phos_cycl_insert}[145-248],PF00151{Lipase}:IPR013818{Lipase}[452-723]
c7c649efb226731775bef4c426fecd9603b76c15	PF00013:IPR004088-PF00013:IPR004088-PF00013:IPR004088-PF00013:IPR004088-PF00151:IPR013818	1	A0AA41T1U7	818	PF00013{KH_1}:IPR004088{KH_dom_type_1}[133-197],PF00013{KH_1}:IPR004088{KH_dom_type_1}[215-279],PF00013{KH_1}:IPR004088{KH_dom_type_1}[368-429],PF00013{KH_1}:IPR004088{KH_dom_type_1}[450-500],PF00151{Lipase}:IPR013818{Lipase}[507-693]
c991b099e86ddf256a04ef03ce07b8b2129727fe	PF00151:IPR013818-PF00194:IPR001148	1	A0A9N9TXG6	792	PF00151{Lipase}:IPR013818{Lipase}[93-324],PF00194{Carb_anhydrase}:IPR001148{CA_dom}[371-611]
ca224c642f3b2f75429d05f8d1fcd3a7a33f44a2	PF00151:IPR013818-PF08293:IPR013219-PF00009:IPR000795-PF03144:IPR004161-PF22594:IPR054696	1	A0A1J1IE44	1622	PF00151{Lipase}:IPR013818{Lipase}[31-246],PF08293{MRP-S33}:IPR013219{Ribosomal_mS33}[269-359],PF00009{GTP_EFTU}:IPR000795{T_Tr_GTP-bd_dom}[1166-1397],PF03144{GTP_EFTU_D2}:IPR004161{EFTu-like_2}[1420-1485],PF22594{GTP-eEF1A_C}:IPR054696{GTP-eEF1A_C}[1500-1599]
cd235f57bea0f5880c111e4e47ab2b7a45b6d778	PF05699:IPR008906-PF00151:IPR013818	1	A0A6G0T7W1	962	PF05699{Dimer_Tnp_hAT}:IPR008906{HATC_C_dom}[386-446],PF00151{Lipase}:IPR013818{Lipase}[476-796]
cd9be028cf886e73700542ce050b5a3b1e1e5a41	PF00151:IPR013818-PF01549:IPR003582	1	A0AAV2SQ80	177	PF00151{Lipase}:IPR013818{Lipase}[1-131],PF01549{ShK}:IPR003582{ShKT_dom}[141-176]
ce69dbe13a7a0b69af87fd47ac70d0fd35f15e56	PF00151:IPR013818-PF00573:IPR002136	1	A0A8B6FPT9	397	PF00151{Lipase}:IPR013818{Lipase}[29-123],PF00573{Ribosomal_L4}:IPR002136{Ribosomal_uL4}[187-377]
cebe0571172ed5cfe91254c29964fbd02cda2bbc	PF00151:IPR013818-PF07645:IPR049883	1	A0A7R9ISI6	533	PF00151{Lipase}:IPR013818{Lipase}[71-230],PF07645{EGF_CA}:IPR049883{NOTCH1_EGF-like}[382-421]
cf2ab9b175741ad0ea6fe0466d61c450d8c8f979	PF11901:IPR006616-PF00151:IPR013818	1	A0A9N9S6V1	683	PF11901{DM9}:IPR006616{DM9_repeat}[56-153],PF00151{Lipase}:IPR013818{Lipase}[221-550]
d04f0e237c7f1792993d9c2c9fc462e9c5516e80	PF00501:IPR000873-PF00151:IPR013818	1	A0A0N0PAC9	390	PF00501{AMP-binding}:IPR000873{AMP-dep_synth/lig_dom}[21-207],PF00151{Lipase}:IPR013818{Lipase}[206-355]
d0983c3d3ca8fb1c83a88e9952d857e115a85f83	PF00151:IPR013818-PF00432:IPR001330	1	A0A482V9U7	556	PF00151{Lipase}:IPR013818{Lipase}[29-232],PF00432{Prenyltrans}:IPR001330{Prenyltrans}[244-539]
d21468f24dd6c5c5f2dd0672c30a461ce06fde5d	PF07686:IPR013106-PF07679:IPR013098-PF13927-PF13895-PF13927-PF00041:IPR003961-PF00041:IPR003961-PF00151:IPR013818	1	A0A194PUV0	1491	PF07686{V-set}:IPR013106{Ig_V-set}[36-145],PF07679{I-set}:IPR013098{Ig_I-set}[152-239],PF13927{Ig_3}[245-322],PF13895{Ig_2}[359-429],PF13927{Ig_3}[434-511],PF00041{fn3}:IPR003961{FN3_dom}[531-619],PF00041{fn3}:IPR003961{FN3_dom}[656-740],PF00151{Lipase}:IPR013818{Lipase}[1207-1483]
d428e8128a96eccfc60503733f4480335396791a	PF00151:IPR013818-PF01501:IPR002495	1	A0A9P0MLB5	516	PF00151{Lipase}:IPR013818{Lipase}[5-251],PF01501{Glyco_transf_8}:IPR002495{Glyco_trans_8}[364-473]
d606dc9409b146d243d56723168aef847c074e33	PF00005:IPR003439-PF19055:IPR043926-PF01061:IPR013525-PF00151:IPR013818	1	A0A811UJE9	967	PF00005{ABC_tran}:IPR003439{ABC_transporter-like_ATP-bd}[87-233],PF19055{ABC2_membrane_7}:IPR043926{ABCG_dom}[263-318],PF01061{ABC2_membrane}:IPR013525{ABC2_TM}[392-604],PF00151{Lipase}:IPR013818{Lipase}[658-948]
d6a582d0c15125844402b052a33f6ad2b7e70955	PF00151:IPR013818-PF00151:IPR013818-PF14932:IPR032733	1	A0A7I8VRE5	1153	PF00151{Lipase}:IPR013818{Lipase}[11-275],PF00151{Lipase}:IPR013818{Lipase}[326-615],PF14932{HAUS-augmin3}:IPR032733{HAUS3_N}[694-828]
d98113e6ad8e239fa005c76eada64d4809ca0d30	PF00078:IPR000477-PF17919:IPR041577-PF17921:IPR041588-PF00665:IPR001584-PF00151:IPR013818	1	A0AAV1LZI1	805	PF00078{RVT_1}:IPR000477{RT_dom}[35-192],PF17919{RT_RNaseH_2}:IPR041577{RT_RNaseH_2}[255-306],PF17921{Integrase_H2C2}:IPR041588{Integrase_H2C2}[449-500],PF00665{rve}:IPR001584{Integrase_cat-core}[521-610],PF00151{Lipase}:IPR013818{Lipase}[671-732]
d9868b1919ba53b120925e90beff8732ca4c9e4c	PF00230:IPR000425-PF00230:IPR000425-PF00151:IPR013818	1	A0A498MCD5	1599	PF00230{MIP}:IPR000425{MIP}[832-891],PF00230{MIP}:IPR000425{MIP}[941-1088],PF00151{Lipase}:IPR013818{Lipase}[1142-1453]
db8e4e3972b364c0da8ba7c07064b5790b2a8c37	PF05257:IPR007921-PF13946:IPR025282-PF07691:IPR011658-PF04151:IPR007280-PF04151:IPR007280-PF00151:IPR013818	1	A0A8J6UVL5	1083	PF05257{CHAP}:IPR007921{CHAP_dom}[237-324],PF13946{DUF4214}:IPR025282{DUF4214}[354-408],PF07691{PA14}:IPR011658{PA14_dom}[461-591],PF04151{PPC}:IPR007280{Peptidase_C_arc/bac}[618-681],PF04151{PPC}:IPR007280{Peptidase_C_arc/bac}[729-793],PF00151{Lipase}:IPR013818{Lipase}[824-960]
dc06223f9d21230c8a0d1ebaf44030ae3256dcf5	PF00151:IPR013818-PF00474:IPR001734	1	A0AAN9Y1D6	530	PF00151{Lipase}:IPR013818{Lipase}[61-351],PF00474{SSF}:IPR001734{Na/solute_symporter}[468-519]
df728c3eaf316cb58d7a027b9497a9e679029342	PF03747:IPR005502-PF00151:IPR013818-PF00151:IPR013818	1	A0A4X2LBE0	693	PF03747{ADP_ribosyl_GH}:IPR005502{Ribosyl_crysJ1}[11-239],PF00151{Lipase}:IPR013818{Lipase}[291-489],PF00151{Lipase}:IPR013818{Lipase}[491-573]
df8775b8caca22f356ea97d72aedb4e0a5989cc3	PF00151:IPR013818-PF11701:IPR024660-PF00514:IPR000225	1	A0A817EP21	455	PF00151{Lipase}:IPR013818{Lipase}[2-71],PF11701{UNC45-central}:IPR024660{UCS_central_dom}[118-260],PF00514{Arm}:IPR000225{Armadillo}[388-419]
e4245bc4c93db9ee469634d6e83f9c791ef8150f	PF00151:IPR013818-PF00250:IPR001766	1	A0A9X0AAC6	531	PF00151{Lipase}:IPR013818{Lipase}[13-243],PF00250{Forkhead}:IPR001766{Fork_head_dom}[334-416]
e6b653c01052a5b2fb136421654390c5bb934f63	PF00001:IPR000276-PF00001:IPR000276-PF00151:IPR013818	1	A0A0L7R3I6	1204	PF00001{7tm_1}:IPR000276{GPCR_Rhodpsn}[89-266],PF00001{7tm_1}:IPR000276{GPCR_Rhodpsn}[693-766],PF00151{Lipase}:IPR013818{Lipase}[929-1168]
e6e381867a7d7dc2459e39716fa8cd1dbaaf8a7e	PF00151:IPR013818-PF00151:IPR013818-PF14580	1	A0A1B0CMS4	830	PF00151{Lipase}:IPR013818{Lipase}[51-175],PF00151{Lipase}:IPR013818{Lipase}[190-394],PF14580{LRR_9}[575-748]
e7471a48a711646513880e797195b5237da63a50	PF00056:IPR001236-PF02866:IPR022383-PF00151:IPR013818-PF01062:IPR021134-PF01062:IPR021134	1	A0A9Q0BQ45	1278	PF00056{Ldh_1_N}:IPR001236{Lactate/malate_DH_N}[22-156],PF02866{Ldh_1_C}:IPR022383{Lactate/malate_DH_C}[159-314],PF00151{Lipase}:IPR013818{Lipase}[378-557],PF01062{Bestrophin}:IPR021134{Bestrophin-like}[620-740],PF01062{Bestrophin}:IPR021134{Bestrophin-like}[739-818]
e787463b6fe0582480aff6c43b0c613b67a0bdb0	PF00151:IPR013818-PF16477:IPR032482	1	A0A7I8VGT2	1085	PF00151{Lipase}:IPR013818{Lipase}[195-491],PF16477{DUF5054}:IPR032482{DUF5054}[780-965]
e8127dfb0a6f1fed1f30070f555f517bb4acfeca	PF00151:IPR013818-PF00151:IPR013818-PF01722:IPR002634	1	A0A139WB15	672	PF00151{Lipase}:IPR013818{Lipase}[58-231],PF00151{Lipase}:IPR013818{Lipase}[282-541],PF01722{BolA}:IPR002634{BolA}[579-652]
ec6a90984d7f9c57e66ad57ee2bd3bf1156aa143	PF00151:IPR013818-PF12108:IPR021966-PF16837:IPR031774-PF13297:IPR025086-PF11931:IPR024598	1	A0A0L7QKR5	757	PF00151{Lipase}:IPR013818{Lipase}[10-194],PF12108{SF3a60_bindingd}:IPR021966{SF3a60_bindingd}[330-356],PF16837{SF3A3}:IPR031774{SF3A3_dom}[385-434],PF13297{SDE2_2C}:IPR025086{SDE2/SF3A3_SAP}[482-557],PF11931{SF3a60_Prp9_C}:IPR024598{SF3a60/Prp9_C}[638-757]
eecf839f0f438c8571ceed772b426df46485e481	PF00151:IPR013818-PF00002:IPR000832	1	A0A7R9AEP7	880	PF00151{Lipase}:IPR013818{Lipase}[155-422],PF00002{7tm_2}:IPR000832{GPCR_2_secretin-like}[706-797]
eff878f0029a5b9c48907d16fe0d651a6f5ae3fd	PF01530:IPR002515-PF17772:IPR040706-PF01853:IPR002717-PF00151:IPR013818	1	A0A9N9QIY7	743	PF01530{zf-C2HC}:IPR002515{Znf_C2H2C}[388-415],PF17772{zf-MYST}:IPR040706{Zf-MYST}[532-584],PF01853{MOZ_SAS}:IPR002717{HAT_MYST-type}[589-666],PF00151{Lipase}:IPR013818{Lipase}[669-736]
f08f6a46928a0bc88cf5ebebfe48078896d6fc7a	PF00008:IPR000742-PF00008:IPR000742-PF00054:IPR001791-PF02210:IPR001791-PF00151:IPR013818	1	A0A194PNZ2	968	PF00008{EGF}:IPR000742{EGF-like_dom}[183-214],PF00008{EGF}:IPR000742{EGF-like_dom}[223-251],PF00054{Laminin_G_1}:IPR001791{Laminin_G}[283-435],PF02210{Laminin_G_2}:IPR001791{Laminin_G}[553-638],PF00151{Lipase}:IPR013818{Lipase}[668-917]
f1329584861cab345f0a8e5b442756b6ce74967d	PF00151:IPR013818-PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024-PF00151:IPR013818-PF01477:IPR001024	1	A0AA40HLI9	1304	PF00151{Lipase}:IPR013818{Lipase}[38-252],PF00151{Lipase}:IPR013818{Lipase}[253-295],PF00151{Lipase}:IPR013818{Lipase}[356-691],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[696-786],PF00151{Lipase}:IPR013818{Lipase}[860-1189],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[1194-1296]
f28ad5a444e30e03ca7bf3bf0ed62139adcffcb2	PF18359:IPR041291-PF18358:IPR041292-PF01429:IPR001739-PF05033:IPR007728-PF00856:IPR001214-PF00151:IPR013818	1	A0A226F0L3	1745	PF18359{Tudor_5}:IPR041291{TUDOR_5}[606-663],PF18358{Tudor_4}:IPR041292{Tudor_4}[702-750],PF01429{MBD}:IPR001739{Methyl_CpG_DNA-bd}[876-935],PF05033{Pre-SET}:IPR007728{Pre-SET_dom}[956-1067],PF00856{SET}:IPR001214{SET_dom}[1086-1323],PF00151{Lipase}:IPR013818{Lipase}[1488-1690]
f3434f5a3ab7a070c4825a49c5358a3944d2ed98	PF00151:IPR013818-PF00151:IPR013818-PF00092:IPR002035	1	A0A813MQV0	668	PF00151{Lipase}:IPR013818{Lipase}[78-171],PF00151{Lipase}:IPR013818{Lipase}[207-272],PF00092{VWA}:IPR002035{VWF_A}[332-506]
f5442bf91173296306b84093fc3d0ea688125bcb	PF00151:IPR013818-PF16064:IPR032071-PF00151:IPR013818	1	A0A226DYJ6	765	PF00151{Lipase}:IPR013818{Lipase}[119-233],PF16064{DUF4806}:IPR032071{DUF4806}[403-482],PF00151{Lipase}:IPR013818{Lipase}[520-700]
f7d58d7d42570bde6e97fb4c302ce40b7d9d6314	PF14291:IPR025398-PF05699:IPR008906-PF00151:IPR013818	1	A0A4Y2DS45	588	PF14291{DUF4371}:IPR025398{DUF4371}[8-123],PF05699{Dimer_Tnp_hAT}:IPR008906{HATC_C_dom}[259-311],PF00151{Lipase}:IPR013818{Lipase}[313-463]
f7f69bb90ddb57c261991a3ddfa9a52b3f0ac000	PF00282:IPR002129-PF00151:IPR013818	1	A0AA39FN54	849	PF00282{Pyridoxal_deC}:IPR002129{PyrdxlP-dep_de-COase}[35-414],PF00151{Lipase}:IPR013818{Lipase}[549-805]
f804039634c3e8829bdf265a612625e8c7f0e59c	PF00150:IPR001547-PF00150:IPR001547-PF00151:IPR013818	1	A0A7R9M966	690	PF00150{Cellulase}:IPR001547{Glyco_hydro_5}[107-249],PF00150{Cellulase}:IPR001547{Glyco_hydro_5}[271-425],PF00151{Lipase}:IPR013818{Lipase}[557-647]
f88fc1ddbc0c32e455bf535d099429e4a696a10c	PF09379:IPR018979-PF00373:IPR019748-PF09380:IPR018980-PF00151:IPR013818	1	A0A8J2VTX3	712	PF09379{FERM_N}:IPR018979{FERM_N}[21-82],PF00373{FERM_M}:IPR019748{FERM_central}[99-210],PF09380{FERM_C}:IPR018980{FERM_PH-like_C}[216-302],PF00151{Lipase}:IPR013818{Lipase}[437-687]
f8cff1c0ed7df7ea1443d0d944f48e1496848739	PF00051:IPR000001-PF00151:IPR013818	1	A0A8S3QW64	514	PF00051{Kringle}:IPR000001{Kringle}[121-198],PF00151{Lipase}:IPR013818{Lipase}[303-509]
f9ef34e236f06537579b62b58decb0d811c4c3dd	PF22486:IPR002083-PF00151:IPR013818	1	A0AAV6UFA9	745	PF22486{MATH_2}:IPR002083{MATH/TRAF_dom}[14-136],PF00151{Lipase}:IPR013818{Lipase}[281-612]
fa9823a80af2bf06aea7483c8bc6b19b3f4f8ee5	PF00151:IPR013818-PF00106:IPR002347-PF00106:IPR002347	1	A0A139WC15	983	PF00151{Lipase}:IPR013818{Lipase}[71-341],PF00106{adh_short}:IPR002347{SDR_fam}[355-556],PF00106{adh_short}:IPR002347{SDR_fam}[702-902]
fbaa5e5820da96f9e759afe92b14ef7158cb4bd5	PF00151:IPR013818-PF00520:IPR005821	1	A0A8S3WJM4	1274	PF00151{Lipase}:IPR013818{Lipase}[96-408],PF00520{Ion_trans}:IPR005821{Ion_trans_dom}[975-1176]
fc1843fe7a22819af4b63f04ea32c662d7f95f9c	PF12796:IPR002110-PF00023:IPR002110-PF12796:IPR002110-PF13637:IPR002110-PF12796:IPR002110-PF12796:IPR002110-PF12796:IPR002110-PF00023:IPR002110-PF12796:IPR002110-PF12796:IPR002110-PF00023:IPR002110-PF13637:IPR002110-PF00520:IPR005821-PF00151:IPR013818	1	A0A8J6L8P0	2039	PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[109-174],PF00023{Ank}:IPR002110{Ankyrin_rpt}[253-284],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[291-378],PF13637{Ank_4}:IPR002110{Ankyrin_rpt}[391-440],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[458-544],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[585-675],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[682-775],PF00023{Ank}:IPR002110{Ankyrin_rpt}[778-801],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[847-903],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[911-988],PF00023{Ank}:IPR002110{Ankyrin_rpt}[994-1021],PF13637{Ank_4}:IPR002110{Ankyrin_rpt}[1033-1081],PF00520{Ion_trans}:IPR005821{Ion_trans_dom}[1347-1539],PF00151{Lipase}:IPR013818{Lipase}[1806-2004]
fcad7c5b51218746937d3fa0a1747303ac232954	PF00151:IPR013818-PF15786:IPR031568	1	A0A5E4QFN4	284	PF00151{Lipase}:IPR013818{Lipase}[2-86],PF15786{PET117}:IPR031568{Pet117}[242-278]
fd55ca96324850f4727181f180d13ae24b5af3aa	PF03820:IPR004686-PF03820:IPR004686-PF00151:IPR013818-PF01477:IPR001024	1	A0A662YTD0	561	PF03820{SFXNs}:IPR004686{Mtc}[10-112],PF03820{SFXNs}:IPR004686{Mtc}[112-232],PF00151{Lipase}:IPR013818{Lipase}[266-471],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[471-559]
fd84eeba6a581472e69ffa22192bab0933730c63	PF05835:IPR008849-PF00151:IPR013818-PF00151:IPR013818	1	A0A7R8CYI1	394	PF05835{Synaphin}:IPR008849{Synaphin}[14-110],PF00151{Lipase}:IPR013818{Lipase}[150-217],PF00151{Lipase}:IPR013818{Lipase}[229-390]
ff7028b323ff1b8d4428c12aecd1418251eeacfb	PF00230:IPR000425-PF00151:IPR013818-PF00151:IPR013818-PF01477:IPR001024	1	A0A8S4ACG7	733	PF00230{MIP}:IPR000425{MIP}[18-259],PF00151{Lipase}:IPR013818{Lipase}[317-448],PF00151{Lipase}:IPR013818{Lipase}[449-583],PF01477{PLAT}:IPR001024{PLAT/LH2_dom}[588-703]
